,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,month_sold,house_age
4053,332000.0,3,2.25,2120,14915,1.0,0,0,3,1720,400,1979,2014,27840 38th Pl S,Auburn,WA 98001,7,35
4056,190000.0,3,1.0,910,10575,1.0,0,0,4,910,0,1968,0,2536 S 365th Pl,Federal Way,WA 98003,7,46
4058,780000.0,2,2.5,2560,2500,2.0,0,0,5,1690,870,1901,0,419 25th Ave E,Seattle,WA 98112,7,113
4059,370000.0,3,1.75,1570,16817,2.0,0,0,3,1570,0,1982,0,43719 SE 142nd St,North Bend,WA 98045,7,32
4062,479000.0,3,1.0,1340,13750,1.0,0,0,4,1340,0,1955,2009,14211 SE 37th St,Bellevue,WA 98006,7,59
4063,245000.0,4,2.25,2600,6390,1.0,0,0,3,1390,1210,1978,0,26th Ave SW,Federal Way,WA 98023,7,36
4064,542000.0,3,1.75,1070,8030,1.0,0,0,3,1070,0,1966,2014,13820 NE 72nd Pl,Redmond,WA 98052,7,48
4065,557500.0,3,2.25,1820,9670,2.0,0,0,3,1820,0,1984,0,17213 NE 32nd St,Redmond,WA 98052,7,30
4066,480000.0,2,1.0,1060,3040,1.0,0,0,3,860,200,1924,2011,2342 N 60th St,Seattle,WA 98103,7,90
4067,330000.0,3,2.25,2220,4060,1.0,0,0,3,1330,890,1993,0,5401 S Fletcher St,Seattle,WA 98118,7,21
4068,160000.0,3,1.0,1350,8700,1.5,0,0,3,1350,0,1942,1999,17052 34th Ave S,SeaTac,WA 98188,7,72
4069,695500.0,5,2.75,2510,9180,1.0,0,1,4,1600,910,1975,0,3312 181st Pl NE,Redmond,WA 98052,7,39
4070,235500.0,5,2.5,2340,13713,1.0,0,0,2,1670,670,1967,0,30221 8th Ave S,Federal Way,WA 98003,7,47
4071,326500.0,3,1.0,1060,7920,1.0,0,0,4,1060,0,1968,0,4149-4399 19th Ave SW,Seattle,WA 98106,7,46
4072,300000.0,4,2.5,2200,8065,2.0,0,0,3,2200,0,1998,2006,9526 S 221st Pl,Kent,WA 98031,7,16
4073,267000.0,3,1.0,1400,8100,1.5,0,0,3,1400,0,1944,0,11520 36th Ave NE,Seattle,WA 98125,7,70
4074,292600.0,3,1.5,1520,7123,1.0,0,0,4,1520,0,1959,0,1012 Lynnwood Ave NE,Renton,WA 98056,7,55
4075,362000.0,5,3.0,1810,3000,2.0,0,0,3,1810,0,1998,2006,4519 33rd Ave S,Seattle,WA 98118,7,16
4076,1087500.0,2,2.0,2360,11340,1.5,0,0,3,2360,0,1997,0,3063-3103 84th Ave SE,Mercer Island,WA 98040,7,17
4077,357562.0,2,1.75,1210,1032,2.0,0,0,3,1210,0,2014,0,2520 Mulberry Walk NE,Issaquah,WA 98029,7,0
4079,513000.0,3,2.5,1810,4592,2.0,0,0,3,1810,0,1992,0,25744 SE 37th St,Issaquah,WA 98029,7,22
4080,336000.0,3,2.25,2760,10160,1.0,0,0,3,2760,0,1969,2010,14213 SE 170th St,Renton,WA 98058,7,45
4081,560000.0,4,2.25,1950,9800,1.0,0,0,3,1330,620,1968,1997,12034 NE 67th St,Kirkland,WA 98033,7,46
4083,410000.0,4,2.25,2060,7283,1.0,0,0,3,1220,840,1963,2013,15568 11th Ave NE,Shoreline,WA 98155,7,51
4084,371500.0,3,1.0,1650,6400,1.0,0,0,4,980,670,1954,1979,9233 25th Ave SW,Seattle,WA 98106,7,60
4085,368000.0,4,1.75,2100,11942,1.0,0,0,3,1030,1070,1964,2000,5901-5909 17th Ave SW,Seattle,WA 98106,7,50
4087,308950.0,4,2.5,1920,8562,2.0,0,2,4,1920,0,1994,0,203 Farrelly St,Enumclaw,WA 98022,7,20
4089,630000.0,2,2.5,2290,3507,2.0,0,0,3,2290,0,2005,0,2598 NE Natalie Way,Issaquah,WA 98029,7,9
4090,228950.0,3,1.75,1200,9085,1.0,0,0,4,1200,0,1968,0,35839 14th Ave SW,Federal Way,WA 98023,7,46
4092,245000.0,3,2.5,1600,2788,2.0,0,0,4,1600,0,1992,0,11539 SE 221st Pl,Kent,WA 98031,7,22
4093,410000.0,4,2.5,2560,4020,2.0,0,0,3,2560,0,2006,0,27645 236th Ct SE,Maple Valley,WA 98038,7,8
4094,427550.0,2,1.0,880,4000,1.0,0,0,3,880,0,1940,1996,7554 Jones Ave NW,Seattle,WA 98117,7,74
4095,235000.0,2,1.0,1020,7920,1.0,0,0,3,1020,0,1939,1969,1712 S Dawson St,Seattle,WA 98108,7,75
4096,210000.0,3,2.0,960,9380,1.0,0,0,3,960,0,1949,1998,13045 6th Pl SW,Seattle,WA 98146,7,65
4097,485000.0,4,2.25,1900,7200,1.0,0,0,3,1370,530,1977,2004,11042 31st Ave SW,Seattle,WA 98146,7,37
4098,410000.0,3,2.0,1320,6000,1.5,0,0,4,1320,0,1920,0,2200 S Hanford St,Seattle,WA 98144,7,94
4099,435000.0,4,2.75,2230,9640,1.0,0,0,3,1320,910,1998,2006,13362 3rd Ave NE,Seattle,WA 98125,7,16
4100,300000.0,3,1.0,1150,7314,1.0,0,0,3,1150,0,1960,2012,16940 NE 16th Pl,Bellevue,WA 98008,7,54
4102,210000.0,3,1.0,1070,8179,1.0,0,0,3,1070,0,1949,1998,11247 11th Ave SW,Seattle,WA 98146,7,65
4103,1050000.0,4,2.75,2250,3433,1.5,0,0,3,1500,750,1927,2013,2052 Boyer Ave E,Seattle,WA 98112,7,87
4104,458400.0,4,2.5,1910,10300,1.0,0,0,3,1910,0,1921,1968,105 NW 178th St,Shoreline,WA 98177,7,93
4105,390000.0,3,1.75,1180,16552,1.0,0,0,4,1180,0,1967,0,16714 NE 158th St,Woodinville,WA 98072,7,47
4106,148226.0,3,1.0,1400,7360,1.0,0,0,4,1400,0,1968,0,11626-11630 SE 323rd Pl,Auburn,WA 98092,7,46
4107,711600.0,4,3.0,3580,9316,2.5,0,0,3,2370,1210,1991,0,15502 SE 18th St,Bellevue,WA 98007,7,23
4108,819000.0,3,2.75,3176,13391,2.0,0,3,4,2726,450,1985,0,401 S 289th St,Federal Way,WA 98003,7,29
4109,613000.0,2,2.0,1170,1890,1.5,0,1,4,1170,0,1927,0,2425 Westview Dr W,Seattle,WA 98119,7,87
4110,592350.0,2,2.0,1570,4665,1.0,0,0,3,1570,0,2006,0,Adair Creek Trail,Redmond,WA 98053,7,8
4111,232000.0,3,1.5,1460,15000,1.0,0,0,3,1460,0,1966,1963,31605-31625 51st Ave S,Auburn,WA 98001,7,48
4112,250000.0,3,1.75,1140,10400,1.0,0,0,4,1140,0,1983,0,1705 Douglas Ct,Milton,WA 98354,7,31
4115,585000.0,4,2.5,2630,6185,2.0,0,0,3,2630,0,1999,0,3505 Monterey Ct NE,Renton,WA 98056,7,15
4116,580000.0,3,2.25,1940,5980,1.0,0,0,3,1520,420,1987,2000,1130 Oak Hill Pl NW,Issaquah,WA 98027,7,27
4118,430000.0,3,2.0,1550,6039,1.0,0,0,5,830,720,1942,0,6537 36th Ave SW,Seattle,WA 98126,7,72
4119,383000.0,3,2.25,2090,15000,1.0,0,0,3,2090,0,1961,2004,608 Riverside Dr SE,North Bend,WA 98045,7,53
4121,201500.0,3,1.0,1320,5000,1.5,0,0,3,1320,0,1912,1994,4207 SW Manning St,Seattle,WA 98116,7,102
4123,325000.0,2,1.0,800,7260,1.0,0,0,3,800,0,1953,0,7354 27th Ave SW,Seattle,WA 98126,7,61
4124,375000.0,3,1.75,1660,9673,1.0,0,0,3,1130,530,1976,0,13300 NE 186th St,Woodinville,WA 98072,7,38
4125,600000.0,4,2.5,2250,11370,2.0,0,0,3,2250,0,1991,0,12362 76th Ct NE,Kirkland,WA 98034,7,23
4126,340000.0,3,2.25,2120,13090,1.0,0,0,3,2120,0,1997,0,1310 G St SE,Auburn,WA 98002,7,17
4127,890000.0,4,2.75,2310,4020,3.0,0,0,5,2310,0,1979,0,1602 32nd Ave,Seattle,WA 98122,7,35
4128,415000.0,4,1.75,1920,7700,2.0,0,0,4,1920,0,1970,0,7209 SE 70th St,Newcastle,WA 98056,7,44
4129,255000.0,3,1.75,1550,9720,1.0,0,0,3,1050,500,1976,0,22821 SE 288th St,Black Diamond,WA 98010,7,38
4130,530000.0,2,2.5,1785,779,2.0,0,0,3,1595,190,1975,0,1600-1718 107th Ave SE,Bellevue,WA 98004,7,39
4131,468000.0,3,1.5,1830,9848,1.0,0,0,5,1830,0,1962,0,12000-12098 SE 71st Pl,Newcastle,WA 98056,7,52
4132,970000.0,5,2.75,3500,5040,2.0,0,2,3,2950,550,1927,2007,5433 37th Ave SW,Seattle,WA 98126,7,87
4133,599000.0,3,2.0,2560,14680,1.0,0,0,3,1330,1230,1987,2000,16604 NE 42nd Ct,Redmond,WA 98052,7,27
4134,399500.0,4,1.75,1360,4840,1.5,0,0,4,1360,0,1928,0,5048 35th Ave SW,Seattle,WA 98126,7,86
4137,325000.0,2,1.0,810,4080,1.0,0,0,4,810,0,1941,1998,3620 SW Holden St,Seattle,WA 98126,7,73
4139,568000.0,4,1.75,2790,17476,1.0,0,2,3,1450,1340,1956,2001,2714 SW 164th Pl,Burien,WA 98166,7,58
4140,517000.0,2,1.5,1920,3408,1.0,0,0,4,960,960,1912,1989,1103 26th Ave,Seattle,WA 98122,7,102
4141,469950.0,4,2.75,2530,14178,2.0,0,0,3,2530,0,1997,0,15200 287th Ave NE,Duvall,WA 98019,7,17
4144,623000.0,3,1.75,2050,16313,1.0,0,0,2,2050,0,1973,0,4009 97th Ave SE,Mercer Island,WA 98040,7,41
4145,720000.0,4,2.25,2410,8400,2.0,0,0,5,2410,0,1965,0,16451 NE 18th St,Bellevue,WA 98008,7,49
4146,205000.0,3,1.0,1180,8240,1.0,0,0,4,1180,0,1967,0,30105 10th Ave S,Federal Way,WA 98003,7,47
4147,148000.0,2,1.0,630,4200,1.0,0,0,3,630,0,1930,1997,7760 10th Ave SW,Seattle,WA 98106,7,84
4149,405000.0,3,1.5,1010,7683,1.5,0,0,5,1010,0,1953,0,12500-12578 10th Ave NE,Seattle,WA 98125,7,61
4150,293000.0,3,2.25,1910,3481,2.0,0,0,3,1910,0,2009,0,19358 114th Pl SE,Kent,WA 98031,7,5
4151,550000.0,3,3.5,2490,3582,2.0,0,0,3,1720,770,2005,0,320 NW Boulder Pl,Issaquah,WA 98027,7,9
4152,435000.0,4,2.5,2150,3143,2.0,0,0,3,2150,0,2010,0,1356 Elma Pl NE,Renton,WA 98059,7,4
4153,355000.0,4,2.75,3000,5470,2.0,0,0,3,3000,0,2005,0,22710 SE 268th Pl,Maple Valley,WA 98038,7,9
4154,673000.0,3,2.75,2830,3496,2.0,0,0,3,2830,0,2012,1912,24588-24638 SE Issaquah-Fall City Rd,Issaquah,WA 98029,7,2
4155,449990.0,4,2.5,2680,5539,2.0,0,0,3,2680,0,2013,1923,13800 453rd Ave SE,North Bend,WA 98045,7,1
4156,249000.0,2,1.5,1090,2686,2.0,0,0,3,1090,0,1982,0,13124 113th Pl NE,Kirkland,WA 98034,7,32
4158,760005.0,4,2.75,3090,5859,2.0,0,0,3,3090,0,2010,0,384 218th Pl SE,Sammamish,WA 98074,7,4
4159,674600.0,4,2.5,2610,5140,2.0,0,0,3,2610,0,2006,0,922 N 91st St,Seattle,WA 98103,7,8
4160,812000.0,4,3.5,3370,3634,2.0,0,0,3,2750,620,2007,0,2154 NE Morgan Ln,Issaquah,WA 98029,7,7
4161,333490.0,4,2.5,2250,3916,2.0,0,0,3,2250,0,2014,0,29024 121st Way SE,Auburn,WA 98092,7,0
4162,320000.0,3,3.25,1450,1387,2.0,0,0,3,1180,270,2013,1923,5107 Puget Blvd SW,Seattle,WA 98106,7,1
4163,999000.0,4,2.5,3130,10849,2.0,0,0,3,3130,0,2013,1923,9006 116th Ave NE,Kirkland,WA 98033,7,1
4164,810000.0,2,2.75,2700,8572,1.0,0,0,3,2700,0,2007,0,22857 NE 138th Ct,Redmond,WA 98053,7,7
4165,399950.0,5,2.75,1970,5400,1.0,0,0,3,1320,650,1986,0,1770 19th Ave S,Seattle,WA 98144,7,28
4166,550000.0,3,2.0,1970,4166,2.0,0,3,5,1270,700,1929,0,3608 34th Ave SW,Seattle,WA 98126,7,85
4167,290000.0,3,1.5,1950,15954,1.0,0,0,4,1950,0,1959,0,1020 S 299th Pl,Federal Way,WA 98003,7,55
4168,232500.0,3,1.5,1940,9887,1.0,0,0,4,1140,800,1969,0,450 S 305th St,Federal Way,WA 98003,7,45
4170,565000.0,3,2.5,2500,7394,2.0,0,0,3,2500,0,1990,2009,12440 NE 160th St,Woodinville,WA 98072,7,24
4175,463000.0,4,2.5,1980,6660,2.0,0,0,4,1980,0,1974,0,12812 130th Ct NE,Kirkland,WA 98034,7,40
4176,310000.0,3,1.5,1460,9908,1.0,0,0,3,1460,0,1952,2008,19539 4th Ave S,Des Moines,WA 98148,7,62
4177,284000.0,4,1.75,1880,8800,1.0,0,0,3,1130,750,1960,2012,10000-10026 S 100th St,Seattle,WA 98168,7,54
4178,737500.0,3,1.75,2320,10900,2.0,0,0,3,2320,0,1935,1974,8038 42nd Ave NE,Seattle,WA 98115,7,79
4179,569000.0,3,3.25,2220,8227,1.5,0,0,5,1770,450,1929,0,4123 13th Ave S,Seattle,WA 98108,7,85
4180,700000.0,3,1.0,1410,7200,2.0,0,0,4,1410,0,1901,0,1122A 23rd Ave S,Seattle,WA 98144,7,113
4181,660000.0,3,1.0,1240,3500,1.0,0,0,4,1240,0,1927,0,768 N 75th St,Seattle,WA 98103,7,87
4182,275000.0,4,2.0,2030,8426,2.0,0,0,3,2030,0,1944,0,3515 S 137th St,Tukwila,WA 98168,7,70
4185,356000.0,3,2.5,1590,3411,2.0,0,0,3,1590,0,2000,0,7828 Douglas Ave SE,Snoqualmie,WA 98065,7,14
4186,610000.0,3,2.5,2630,5827,2.0,0,0,3,2630,0,2001,0,9954 227th Way NE,Redmond,WA 98053,7,13
4187,498800.0,2,1.75,1350,4614,1.0,0,0,3,1350,0,2008,0,12412 243rd Terrace NE,Redmond,WA 98053,7,6
4188,226550.0,3,1.0,990,4440,1.0,0,0,3,990,0,1943,2002,9025 15th Ave SW,Seattle,WA 98106,7,71
4190,250000.0,3,1.0,990,8062,1.0,0,0,4,990,0,1960,2001,20824-20836 Occidental Ave S,Des Moines,WA 98198,7,54
4191,660000.0,4,2.5,2510,4543,2.0,0,0,3,2510,0,2002,0,22518 SE 15th Pl,Sammamish,WA 98075,7,12
4192,295000.0,2,1.0,800,6500,1.0,0,0,4,800,0,1953,1983,108 N 183rd St,Shoreline,WA 98133,7,61
4193,154950.0,4,1.0,1600,10183,1.0,0,0,4,1600,0,1966,0,3516 O St SE,Auburn,WA 98002,7,48
4194,409124.0,5,3.25,3320,11340,2.0,0,0,4,2480,840,1999,0,14014 SE 236th Pl,Kent,WA 98042,7,15
4195,287000.0,5,1.5,1730,9230,1.0,0,0,3,1010,720,1962,2003,1724 Edmonds Way SE,Renton,WA 98058,7,52
4196,810000.0,4,1.75,2000,3988,1.0,0,4,4,1000,1000,1958,1972,1322 Alki Ave SW,Seattle,WA 98116,7,56
4197,525000.0,4,2.75,2910,6308,1.0,0,0,3,1640,1270,1985,0,14812 104th Ave NE,Bothell,WA 98011,7,29
4198,525000.0,4,1.75,1710,10440,1.0,0,0,4,1710,0,1955,2009,3834 136th Ave SE,Bellevue,WA 98006,7,59
4199,275000.0,3,1.0,1200,7800,1.0,0,0,4,1200,0,1954,1979,9246 30th Ave SW,Seattle,WA 98126,7,60
4200,583000.0,3,2.5,2600,5100,2.0,0,1,3,2600,0,1998,2006,1007 N 29th St,Renton,WA 98056,7,16
4201,237950.0,2,1.75,1460,7926,1.0,0,0,4,1460,0,1987,0,26231 187th Pl SE,Covington,WA 98042,7,27
4203,679000.0,4,2.75,2100,4480,1.5,0,0,4,1780,320,1928,0,5519 31st Ave NE,Seattle,WA 98105,7,86
4205,410000.0,3,1.75,1660,6250,1.0,0,0,3,830,830,1980,0,1919 42nd Ave SW,Seattle,WA 98116,7,34
4206,306000.0,3,1.0,1450,7200,1.0,0,0,3,1010,440,1969,2010,10606 NE 143rd Pl,Kirkland,WA 98034,7,45
4207,215000.0,4,1.5,1860,5040,1.5,0,0,5,1860,0,1920,0,1730 Washington Ave,Enumclaw,WA 98022,7,94
4208,594950.0,4,2.5,2720,10006,2.0,0,0,3,2720,0,1989,0,2201 223rd Pl NE,Sammamish,WA 98074,7,25
4210,305000.0,3,1.5,1800,12196,1.0,0,0,4,1800,0,1966,0,30002 8th Ave SW,Federal Way,WA 98023,7,48
4211,425000.0,2,1.0,1320,8830,1.0,0,0,3,1020,300,1939,1969,2603 36th Ave W,Seattle,WA 98199,7,75
4213,480000.0,5,2.75,2550,7725,1.0,0,0,5,1390,1160,1967,0,12570 SE 72nd St,Newcastle,WA 98056,7,47
4214,550000.0,4,1.75,2150,9000,1.0,0,0,4,1110,1040,1966,0,17010 NE 88th St,Redmond,WA 98052,7,48
4215,750000.0,4,2.5,3020,7465,2.0,0,0,3,3020,0,2004,2003,1125 270th Pl SE,Sammamish,WA 98075,7,10
4217,840000.0,3,2.0,2783,11177,2.0,0,0,3,2783,0,1910,1999,3672 SW Orchard St,Seattle,WA 98126,7,104
4218,624800.0,3,2.0,2250,14274,1.0,0,0,4,1500,750,1964,0,3726 Gallagher Hill Rd,Mercer Island,WA 98040,7,50
4219,630000.0,3,1.75,1710,8767,1.0,0,0,4,1710,0,1986,0,10515 115th Pl NE,Kirkland,WA 98033,7,28
4220,590000.0,3,2.5,2650,9380,1.0,0,0,5,1680,970,1975,0,4765 NE 203rd St,Lake Forest Park,WA 98155,7,39
4221,599950.0,3,3.25,1830,1804,3.0,0,0,3,1830,0,2014,0,1501 NW 90th St,Seattle,WA 98117,7,0
4222,299880.0,3,2.5,1460,3044,2.0,0,0,3,1460,0,2000,0,6511 29th Ave S,Seattle,WA 98108,7,14
4223,400000.0,3,2.0,1760,6875,1.0,0,0,4,1760,0,1967,0,Brooktrails Trail 14,Woodinville,WA 98072,7,47
4224,560000.0,3,2.5,1960,6058,2.0,0,0,3,1960,0,2002,0,2501-2507 248th Terrace NE,Sammamish,WA 98074,7,12
4225,229000.0,4,2.25,2010,7688,1.0,0,0,3,1170,840,1979,2014,32701-32911 49th Pl SW,Federal Way,WA 98023,7,35
4227,737000.0,2,2.25,2290,9772,1.0,0,0,3,2290,0,2007,0,13555 Adair Creek Way NE,Redmond,WA 98053,7,7
4228,680000.0,3,2.0,1780,5720,1.0,0,0,5,980,800,1925,0,537 N 70th St,Seattle,WA 98103,7,89
4230,740000.0,4,2.5,3360,15091,2.0,0,0,3,3360,0,1997,0,6520 154th Ave NE,Redmond,WA 98052,7,17
4231,335500.0,3,1.0,1370,6780,2.0,0,0,3,1370,0,1930,1997,12008 35th Ave NE,Seattle,WA 98125,7,84
4232,270000.0,4,2.5,1660,8063,1.0,0,0,4,1660,0,1978,2000,25139 11th Ave S,Des Moines,WA 98198,7,36
4235,379000.0,3,2.5,1530,2913,2.0,0,0,4,1530,0,1986,0,11807 NE 105th Ct,Kirkland,WA 98033,7,28
4236,468000.0,4,2.5,2100,8400,1.0,0,0,4,1240,860,1976,1992,14634 128th Ave NE,Woodinville,WA 98072,7,38
4238,443000.0,3,2.25,1920,8223,2.0,0,0,4,1920,0,1989,0,14808 104th Ave NE,Bothell,WA 98011,7,25
4239,340000.0,3,1.0,1600,7324,1.0,0,0,4,1600,0,1958,1972,1496 Aberdeen Ave NE,Renton,WA 98056,7,56
4240,470000.0,4,2.25,2380,17199,2.0,0,0,3,1530,850,1979,2014,5504 NE 190th St,Kenmore,WA 98028,7,35
4241,545000.0,3,2.5,2760,17377,2.0,0,0,3,2760,0,2002,0,615 Bronson Pl NE,Renton,WA 98056,7,12
4242,415000.0,4,1.5,1840,11367,1.5,0,0,4,1840,0,1950,1983,18820 1st Ave NW,Shoreline,WA 98177,7,64
4244,759000.0,4,1.75,2100,4750,1.0,0,0,3,1340,760,1975,0,5626 Keystone Pl N,Seattle,WA 98103,7,39
4245,300000.0,4,1.75,1820,5015,1.0,0,0,4,1190,630,1926,1993,1714 S Pearl St,Seattle,WA 98108,7,88
4247,359000.0,3,1.5,1550,4980,1.0,0,0,3,1080,470,1978,0,10304 Interlake Ave N,Seattle,WA 98133,7,36
4248,550000.0,4,1.0,1440,3600,1.5,0,0,4,1440,0,1924,0,3822 42nd Ave SW,Seattle,WA 98116,7,90
4249,395000.0,2,1.0,930,6380,1.0,0,0,4,930,0,1940,2001,548 NE 86th St,Seattle,WA 98115,7,74
4251,187000.0,2,1.0,840,11600,1.0,0,0,3,840,0,1952,2008,12314-12426 24th Ave S,Burien,WA 98168,7,62
4253,284000.0,3,1.5,1500,10018,1.0,0,0,4,1500,0,1957,2001,15012 133rd Ave SE,Renton,WA 98058,7,57
4255,380000.0,2,1.0,780,3910,1.0,0,0,3,780,0,1918,0,4112 38th Ave SW,Seattle,WA 98126,7,96
4256,625000.0,4,1.0,1600,5500,1.5,0,0,4,1600,0,1946,1989,9510 28th Ave NW,Seattle,WA 98117,7,68
4257,252000.0,4,1.75,1120,8250,1.0,0,0,4,1120,0,1966,0,12224 SE 165th St,Renton,WA 98058,7,48
4258,560000.0,2,1.0,1010,9219,1.0,0,0,4,1010,0,1960,2001,1641-1699 4th St,Kirkland,WA 98033,7,54
4260,900000.0,4,2.5,2230,4372,2.0,0,0,5,1540,690,1935,0,5641 Keystone Pl N,Seattle,WA 98103,7,79
4263,580000.0,3,1.75,1850,5100,1.0,0,0,3,1020,830,1909,2004,4408 Thackeray Pl NE,Seattle,WA 98105,7,105
4264,309000.0,3,2.25,1980,8755,1.0,0,0,4,1300,680,1963,0,23300-23306 10th Ave S,Des Moines,WA 98198,7,51
4265,412000.0,4,3.5,3360,9767,2.0,0,0,3,2450,910,1990,2009,32648-33020 10th Ave SW,Federal Way,WA 98023,7,24
4267,215000.0,3,1.0,1200,7280,1.0,0,0,4,1200,0,1967,0,4503 S 256th St,Kent,WA 98032,7,47
4268,741500.0,2,2.5,2150,5760,1.0,0,0,3,2150,0,2010,0,12468 240th Pl NE,Redmond,WA 98053,7,4
4269,749000.0,3,2.75,2820,5348,2.0,0,0,3,2820,0,2008,0,12070 166th Pl NE,Redmond,WA 98052,7,6
4271,530000.0,3,2.5,1790,3078,2.0,0,0,3,1790,0,2010,0,4528 W Lake Sammamish Pkwy SE,Issaquah,WA 98027,7,4
4272,749000.0,4,2.75,2700,6000,2.0,0,0,4,2100,600,1910,0,1925 Walnut Ave SW,Seattle,WA 98116,7,104
4274,595000.0,4,3.25,3730,4560,2.0,0,0,3,2760,970,2013,1923,2318 N 60th St,Seattle,WA 98103,7,1
4275,487000.0,4,2.5,2540,5001,2.0,0,0,3,2540,0,2005,0,6732 Mars Ave S,Seattle,WA 98108,7,9
4276,760000.0,4,2.25,3300,8365,3.0,0,0,3,3300,0,2014,0,7335 35th Ave SW,Seattle,WA 98126,7,0
4278,435000.0,4,2.5,2550,5200,2.0,0,0,3,2550,0,2009,0,576 Field Pl NE,Renton,WA 98059,7,5
4279,374950.0,3,2.25,1390,1484,3.0,0,0,3,1390,0,2007,0,8548 Nesbit Ave N,Seattle,WA 98103,7,7
4280,440000.0,3,1.5,1270,1413,3.0,0,0,3,1270,0,2007,0,1018 NE 96th St,Seattle,WA 98115,7,7
4281,360000.0,4,2.5,2380,5000,2.0,0,0,3,2380,0,2005,0,22840 SE 269th St,Maple Valley,WA 98038,7,9
4285,545000.0,2,2.0,2930,14057,1.0,0,2,4,1680,1250,1980,0,22514 101st Ln SW,Vashon,WA 98070,7,34
4288,725000.0,2,1.75,1950,2719,1.0,0,0,5,1010,940,1919,1934,3609-3615 Whitman Ave N,Seattle,WA 98103,7,95
4290,350000.0,4,1.0,1170,8147,1.5,0,0,3,1170,0,1959,1989,3611 NE 137th St,Seattle,WA 98125,7,55
4291,410000.0,3,1.0,1470,6500,1.0,0,0,4,1470,0,1953,1983,14429 22nd Ave SW,Burien,WA 98166,7,61
4292,639000.0,4,2.0,1840,5419,1.0,0,0,4,920,920,1942,1982,3051 36th Ave W,Seattle,WA 98199,7,72
4293,439000.0,4,2.0,1560,7500,1.0,0,0,4,1560,0,1968,0,14206 119th Ave NE,Kirkland,WA 98034,7,46
4294,499950.0,4,1.75,1520,7700,1.0,0,0,4,1520,0,1967,0,14812 113th Ave NE,Kirkland,WA 98034,7,47
4295,800000.0,3,2.75,2220,4000,2.0,0,0,3,1700,520,1914,2000,1718 32nd Ave,Seattle,WA 98122,7,100
4296,350000.0,4,2.5,2800,9538,2.0,0,0,3,2800,0,1993,0,2110 S 373rd Ct,Federal Way,WA 98003,7,21
4297,279000.0,2,1.0,670,6300,1.0,0,0,5,670,0,1942,0,9716 33rd Ave SW,Seattle,WA 98126,7,72
4298,290256.0,3,2.25,1720,7885,2.0,0,0,3,1720,0,1983,2009,32237 7th Ave SW,Federal Way,WA 98023,7,31
4299,355000.0,3,2.5,2110,4038,2.0,0,0,4,2110,0,1989,0,23884 140th Ln SE,Kent,WA 98042,7,25
4300,263000.0,3,1.75,1580,9187,1.0,0,0,3,1180,400,1993,0,27621 221st Ave SE,Maple Valley,WA 98038,7,21
4302,426500.0,4,2.5,2700,6515,2.0,0,0,3,2700,0,1998,2006,18563 173rd Way SE,Renton,WA 98058,7,16
4303,735000.0,3,2.5,2820,8159,2.0,0,0,3,2820,0,2004,2003,3243 NE Mulberry St,Issaquah,WA 98029,7,10
4304,720000.0,4,2.5,3340,8930,2.0,0,2,3,3340,0,1999,0,35505 SE English St,Snoqualmie,WA 98065,7,15
4305,265000.0,3,2.5,1530,6000,2.0,0,0,4,1530,0,1991,0,22923 SE 282nd St,Maple Valley,WA 98038,7,23
4307,657500.0,3,2.0,2320,10960,1.0,0,0,3,1510,810,1956,2001,12423 NE 6th Pl,Bellevue,WA 98005,7,58
4308,850000.0,5,2.0,2310,13430,1.5,0,0,4,2310,0,1966,0,3200 102nd Ave NE,Bellevue,WA 98004,7,48
4309,436110.0,3,2.5,1770,1235,3.0,0,0,3,1600,170,2007,0,1156 N 93rd St,Seattle,WA 98103,5,7
4311,620000.0,3,1.5,1620,6630,1.0,0,0,3,1280,340,1954,2005,2822 NW 90th Pl,Seattle,WA 98117,5,60
4312,254000.0,4,2.0,1510,4235,1.0,0,0,3,1510,0,1955,2005,3015 S Graham St,Seattle,WA 98108,5,59
4313,375000.0,3,1.75,960,8106,1.0,0,0,3,960,0,1962,2003,13780 NE 77th Pl,Redmond,WA 98052,6,52
4314,455000.0,4,2.25,1740,8449,1.0,0,0,4,1170,570,1958,1972,16204 SE 2nd St,Bellevue,WA 98008,6,56
4315,445000.0,4,2.0,1470,8395,1.0,0,0,4,1470,0,1965,0,16720 NE 23rd Pl,Bellevue,WA 98008,6,49
4316,568500.0,4,2.5,2460,4200,2.0,0,0,3,2460,0,1998,2006,547 240th Ave SE,Sammamish,WA 98074,6,16
4317,352500.0,3,1.75,1170,8182,1.0,0,0,3,1170,0,1962,2003,14737 28th Ave NE,Shoreline,WA 98155,6,52
4318,342500.0,2,1.75,1210,7507,1.0,0,0,3,1210,0,1982,0,8101 NE 120th St,Kirkland,WA 98034,6,32
4319,299950.0,3,2.5,1870,7942,2.0,0,0,3,1870,0,1990,2009,4313 S 289th Pl,Auburn,WA 98001,6,24
4320,425000.0,3,2.5,1950,5689,2.0,0,0,3,1950,0,2009,0,9416 Templeton Ave SE,Snoqualmie,WA 98065,7,5
4321,561000.0,4,2.5,2570,5250,2.0,0,0,3,2570,0,1990,2009,3654 254th Ave SE,Issaquah,WA 98029,7,24
